id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews
16730833,Underground Palace,44018877,Yves,Brooklyn,East Flatbush,Entire home/apt,98,2,145
49591019,"PURPLE COZY PRIVATE ROOM W/TV, SMOKING ALLOWED",253332603,Alex,Brooklyn,Crown Heights,Private room,85,1,15
20321803,Vanderbilt  · Quaint Art-Filled Brooklyn Apartment,1468617,Jen,Brooklyn,Clinton Hill,Entire home/apt,108,30,6
27579844,Wyndham Midtown 45 NYC (2 Bedroom Presidential),100238132,Michael,Manhattan,Midtown,Entire home/apt,353,30,4
43898057,Minimalist park side apartment UWS,290177485,Casa New York,Manhattan,Upper West Side,Entire home/apt,90,90,0
40428207,Amazing apartment by Grand Central/United Nations,70671555,Summar,Manhattan,Midtown,Private room,100,30,0
4669382,Backyard Private Dog Oasis & Boho Chic 1 Bedroom,181581,Mark,Brooklyn,Clinton Hill,Entire home/apt,109,30,1
46414339,Classic / Comfy Williamsburg Railroad,3930799,Sean,Brooklyn,Williamsburg,Entire home/apt,185,4,16
12649685,Peaceful Greenpoint Sanctuary,6389984,Pepper,Brooklyn,Greenpoint,Entire home/apt,195,30,34
13998064,Beautiful Studio with Back Patio,47988409,Eric,Brooklyn,Brooklyn Heights,Entire home/apt,75,30,3
36839873,Gray 2 Bedrooms Near Times Square and Central Park,276878527,Fad,Manhattan,Hell's Kitchen,Entire home/apt,300,30,0
43542753,Not available,268944588,Leesa,Manhattan,Upper East Side,Entire home/apt,130,30,0
29964495,Brooklyn 2 bedroom apartment for pet lovers,4980714,Caitlin,Brooklyn,Sunset Park,Entire home/apt,100,30,1
8914109,Conveniently located Central Harlem,13951574,Andrea,Manhattan,Harlem,Private room,60,30,22
21589780,Beautiful Brooklyn 1 bedroom apartment,114811999,Cemi,Brooklyn,Bedford-Stuyvesant,Entire home/apt,60,30,29
41596532,Personal spa retreat in Brooklyn basement,327930312,Alexander,Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,3,38
6969011,"BIG Beautiful private bedroom, 5 minutes to subway",107016,Grace,Brooklyn,Crown Heights,Private room,39,45,19
42695867,"Priv Room in modern UES loft, Central Park & Train",153555756,Ana,Manhattan,East Harlem,Private room,67,30,1
17638709,SPACIOUS BEDROOM PARK SLOPE BROOKLYN,119967955,Erik,Brooklyn,Park Slope,Private room,44,30,116
2599963,Amazing Penthouse Studio (Midtown East),13314076,Abraham,Manhattan,Midtown,Entire home/apt,99,10,15
9588196,Cozy & sunny room in Bushwick,4739974,Naomi,Brooklyn,Bushwick,Private room,70,4,0
16795470,Nice bedroom. Sleeps 2.,7181263,Kate,Manhattan,East Harlem,Private room,88,30,142
242643,"Spacious 1br, Sleeps 4 comfortably, dishwasher, TV",1273825,Lauryn,Brooklyn,Williamsburg,Entire home/apt,146,2,40
50117914,Tranquil Home in a Busy City,383117231,Admin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,30,0
45667095,"Clean, Cozy 4BR Astoria House. Convenient Location",137358866,Kaz,Queens,Astoria,Entire home/apt,210,30,0
31069988,Beautiful Apartment on the Upper West Side,17494958,Katy,Manhattan,Upper West Side,Entire home/apt,200,7,0
1654713,Brooklyn Wildlife Loft rm 2,5556571,Chris,Brooklyn,Williamsburg,Private room,35,30,45
16185252,One bedroom apartment on 64th and Broadway,105687783,Owen,Manhattan,Upper West Side,Entire home/apt,82,30,0
50744270,Stylish loft with A/C in a quiet part of Brooklyn,546370,Katya,Brooklyn,Bedford-Stuyvesant,Private room,62,30,0
46465542,Bright cozy room |PRIVATE BATHROOM,375864182,Dariia & Jacob,Brooklyn,Bedford-Stuyvesant,Private room,43,30,1
49462266,Airy brownstone penthouse duplex near Central Park,12802591,Rob,Manhattan,Upper West Side,Entire home/apt,151,30,0
49212356,Chelsea Studio Apartment in Ideal Downtown Location,22541573,Ken,Manhattan,Chelsea,Entire home/apt,158,30,0
28520096,Adorable Renovated Studio Manhattan Midtown NYC!!,153171421,Nahuel,Manhattan,Kips Bay,Entire home/apt,150,30,5
47811545,Private room airy modern,13462855,Travis,Brooklyn,Bedford-Stuyvesant,Private room,133,1,1
8929521,Private studio room - Brownstone - Brooklyn,46690777,Michael,Brooklyn,Crown Heights,Private room,83,4,72
44594212,Williamsburg : New Kitchen & Bathroom,19303369,Hiroki,Brooklyn,Williamsburg,Private room,48,30,1
49447911,"Central Park, Sunny 1BR  w/ Gym+Courtyard",19243808,Nice Stay,Manhattan,Hell's Kitchen,Entire home/apt,185,30,1
27963195,"Nice, clean and large room. Peaceful place",189404055,Antonio,Queens,Long Island City,Private room,85,30,44
45295952,Amazing full apt. near park & outdoor restaurants,54677106,Alan,Brooklyn,Prospect Heights,Entire home/apt,150,2,9
48104906,Little Italy/Chinatown NYC Queen Bed Private Bath,33867639,Amiee,Manhattan,Chinatown,Private room,105,30,0
48128555,Beautiful Midtown Manhattan Apt with Balcony,337940010,Sabina,Manhattan,Midtown,Entire home/apt,175,2,13
153780,Private E. Village Townhouse Stay,739499,Donna,Manhattan,East Village,Private room,175,3,188
47173929,Luxury Large 1-Bed in Doorman Building,182015823,Zack,Manhattan,Upper West Side,Entire home/apt,125,30,0
21192284,Large junior 1 bedroom  suite in Midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,Entire home/apt,135,30,2
8117729,Comfy Quiet Modern E Village Studio,1106804,Ari,Manhattan,East Village,Entire home/apt,250,31,2
17178617,2 Blocks from Subway | Artsy BK Space,106940781,Corey,Brooklyn,Bushwick,Private room,40,30,0
25006193,Barclays Place - An Idyllic One Bedroom Apartment,189036764,Shravan,Brooklyn,Boerum Hill,Entire home/apt,300,30,0
8063277,"Spacious 2 br in Williamsburg, BK",4671519,Sue,Brooklyn,Williamsburg,Entire home/apt,200,31,8
42596580,Spacious and bright apartment in Brooklyn,17303651,Ana,Brooklyn,Crown Heights,Private room,41,30,1
40538201,"Clean and cozy room, short walk to 3/4 trains.",100101676,Zuleika,Brooklyn,Crown Heights,Private room,36,1,44
46393855,Designer 3 Bedroom Heart of Bushwick 15min to NYC,37808742,Moe,Brooklyn,Bushwick,Entire home/apt,115,28,1
1444400,Large Room In Newly Renovated Hell's Kitchen Apt.,7755092,Ron,Manhattan,Hell's Kitchen,Private room,70,1,280
50148960,Little cave in the middle of Williamsburg,126503835,Arty,Brooklyn,Williamsburg,Private room,163,2,5
46156111,Absolutely HUGE room 2 blocks to Prospect Park -64,3223938,Eugene,Brooklyn,Flatbush,Private room,31,30,1
32635569,1 Bedroom w. Garden and Roofdeck with City View!,3002665,Zoe,Brooklyn,Williamsburg,Shared room,75,30,5
43834804,Beautiful Bushwick Oasis,54736855,Britt & Greg,Brooklyn,Bushwick,Entire home/apt,229,1,48
46798778,UWS 2 bed/1 bath Apt. located in luxury building,145146182,Mordechai,Manhattan,Upper West Side,Entire home/apt,215,30,1
40182687,GREAT PRIVATE BEDROOM ON THE UPPER WEST SIDE!,270631254,Peter,Manhattan,Upper West Side,Private room,89,30,4
8628425,LRG furnished Loft Space,4481005,Karen,Brooklyn,Park Slope,Private room,36,2,52
17095971,Charming Cozy Designer Home- Private House,69366752,Maggie,Queens,Forest Hills,Entire home/apt,150,2,243
44010441,Furnished Room in Prime Hell's Kitchen Location,305240193,June,Manhattan,Hell's Kitchen,Entire home/apt,140,30,0
12154621,Beautiful Room in Crown Heights,3604124,William,Brooklyn,Crown Heights,Private room,45,30,4
40467488,CASTLE ON THE  POINT (private 1 bedroom apt),182475381,Sulma,Bronx,Hunts Point,Entire home/apt,85,3,5
29635455,Beautiful Private Room with Laundry - Williamsburg,141204556,Youssef & Ivy,Brooklyn,Williamsburg,Private room,90,2,0
45432884,Private Bedroom in Hell's Kitchen,305240193,June,Manhattan,Hell's Kitchen,Private room,73,30,0
1071783,Cozy and Comfy Manhattan Apartment,4703464,Yolanda,Manhattan,Washington Heights,Private room,50,30,88
9707531,Bright & Clean 1bed apt *PRIME* LES,35671352,Erin,Manhattan,Lower East Side,Entire home/apt,160,30,2
29573034,Studio Apartment Full Bath 15 Minutes From JFK,141027957,Radhames,Brooklyn,Cypress Hills,Entire home/apt,57,2,81
46939606,Private bedroom in modern apartment,1761578,Grant,Queens,Corona,Private room,100,1,3
6132230,"Quiet 1 Bed, Heart of SoHo",6976808,Tim,Manhattan,SoHo,Entire home/apt,150,30,36
21568187,Large Skylight Private RM long term stay welcomed,131476075,Lakisha,Brooklyn,Bushwick,Private room,52,1,34
42587049,Very Popular room in williamsburg,19303369,Hiroki,Brooklyn,Williamsburg,Private room,43,30,0
21788688,Historic Turret Retreat (Smart TV/Cable/Wifi),54921733,Louise,Brooklyn,Flatbush,Private room,135,7,3
34626069,Beautiful studio next to Manhattan NY!,247335568,Evelyn Brenda,Queens,Long Island City,Entire home/apt,200,7,4
44033794,Beautiful 1-Bdrm~Prime Midtown East ~ Elevator B,350252704,Anthony And Elle,Manhattan,Midtown,Entire home/apt,200,30,3
4305170,Cute ethnic cosy private studio!,5918341,Mona,Brooklyn,Clinton Hill,Entire home/apt,145,31,105
49069387,"BIG QUITE 1 BR CAN BE USE AS 2 BR.30 MIN TO NYC ,",16851857,Paul,Bronx,Wakefield,Entire home/apt,110,28,0
39381503,Beautiful Bronx Private Room for Med Students,302494062,Luisa,Bronx,Kingsbridge,Private room,55,30,4
24553427,The Best little room in Brooklyn,49505120,Jordan,Brooklyn,Park Slope,Private room,30,30,0
43129626,| Broadway | Cozy room + Fitness Center,257802323,Dennis,Manhattan,Theater District,Private room,56,30,0
39898070,"Hotel Edison, Signature Suite 2 Queen Beds",305103588,Hotel Edison,Manhattan,Theater District,Private room,299,1,0
7318332,Our lovely nest in the West Village,38337856,Antoine,Manhattan,Greenwich Village,Entire home/apt,63,30,30
9614785,Serene in Sunset,6040624,Dan,Brooklyn,Sunset Park,Entire home/apt,171,2,166
4250746,Newly-Renovated 2BR/1BTH Garden Apt,22057975,Kevin,Brooklyn,Bushwick,Entire home/apt,140,7,135
9393134,Spacious 3br Williamsburg Apt One Block From Water,3900279,Adriel,Brooklyn,Williamsburg,Entire home/apt,260,30,4
43395757,Renovated 2 bedroom with stunning view(30 day min),3247979,Lev,Manhattan,Harlem,Entire home/apt,109,21,5
42440341,"Cozy Big Apartment With Kitchen, and Bathroom",336743386,Frank,Queens,Flushing,Private room,55,30,1
6799895,[301] 5 min WALK to Times Square,35524316,Akiko & Cindy,Manhattan,Hell's Kitchen,Private room,156,1,244
14827265,private room in SOHO,9390190,Amy,Manhattan,SoHo,Private room,120,30,39
14527923,Mini suite minutes from Central Park,20521058,Owen,Manhattan,East Harlem,Private room,56,30,28
21985070,Cozy Room 2 MINIUTES WALK to 1 TRAIN,5400884,Cassie,Manhattan,Upper West Side,Private room,89,30,2
7894007,MyPlace2Beach,41619645,D.,Queens,Arverne,Entire home/apt,239,2,89
3360420,1BR in the Heart of the UWS,16953405,Greg,Manhattan,Upper West Side,Entire home/apt,128,1,27
44427474,Amazing 4BR apt in Bed-Stuy,358356356,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,Entire home/apt,181,35,0
50494788,VIEWS! Sleep in clouds in this chic & Central Apt,407939379,Sd,Manhattan,Hell's Kitchen,Entire home/apt,339,1,4
11529467,"Comfy,  Convenient and a Balcony!",60802539,Hannah,Brooklyn,Crown Heights,Entire home/apt,133,30,0
22435019,Splendid on The Park,5076827,Diane And Craig,Manhattan,Harlem,Entire home/apt,85,30,56
10414065,Large Private Minimalist Loft Room,525663,Steven,Manhattan,Chinatown,Private room,100,30,0
45048099,Apartment at the heart of the East Village,34571042,Elvi Y Diego,Manhattan,East Village,Entire home/apt,100,10,2
51068516,Prospect Park apartment with backyard,108699045,Moti,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,190,30,0
298759,Large Double Room  Queenbed Wifi,1539749,Edward,Brooklyn,Bedford-Stuyvesant,Private room,55,30,40
39921325,"The Evelyn, Superior 1 Queen Bed",306996701,The Evelyn Hotel,Manhattan,Midtown,Private room,154,1,0
21271180,Bed in loft apartment east Williamsburg/bushwick,133146682,Kate,Brooklyn,Williamsburg,Shared room,45,30,2
39448745,Nice beautiful rooms in the ground floor room 1,303018575,Nishat,Bronx,Clason Point,Private room,35,30,1
43124960,1 Bed in a 4-Bed Female Dorm with Private Bathroom,82111391,Lee,Queens,Long Island City,Shared room,50,1,8
51283176,Eclectic Haven in Amazing Soho,148234697,Lubaina,Manhattan,Nolita,Entire home/apt,150,10,0
6913431,Garden Level Nest in Brooklyn,36229779,Juliana,Brooklyn,Bedford-Stuyvesant,Entire home/apt,105,30,9
24426631,Gem Of A Hideout With  Private Deck/Garden,165884816,Kelsey,Brooklyn,Williamsburg,Entire home/apt,161,91,11
195989,"Sunny, Large, Park Slope Bedroom",611716,Elizabeth,Brooklyn,Park Slope,Private room,105,3,212
848718,Spacious & Comfy by Prospect Park,4375988,Keturah,Brooklyn,Prospect-Lefferts Gardens,Private room,76,3,46
40467322,Amazing room in the best place in New York.,21452718,Juan,Manhattan,Roosevelt Island,Private room,70,10,5
34315737,Studio Apartment   in BoroPark Brooklyn NY,259063599,Yehudit,Brooklyn,Borough Park,Entire home/apt,85,30,14
24553891,Available 8/4 - 9/7 Enjoy Summer in the Big Apple!,68557372,Shannon,Manhattan,Harlem,Entire home/apt,166,30,15
50207230,"Entire 5 BR, 2bath, 51E",381698920,Hudson,Manhattan,Hell's Kitchen,Entire home/apt,450,2,3
13445057,Spacious 1 bedroom near Time Square,51501835,Jeniffer,Manhattan,Hell's Kitchen,Entire home/apt,130,30,2
9585339,Sunny 1 BR apt in West Chelsea,49616729,Annie,Manhattan,Chelsea,Entire home/apt,100,30,5
44260623,Fully-Furnished Room in Prime Chelsea,305240193,June,Manhattan,Chelsea,Private room,77,30,0
3532338,Large apartment with natural light,17783091,Pierce,Manhattan,Midtown,Private room,450,30,2
47923063,Shared room Central Park 1,50129574,Vanessa,Manhattan,Upper West Side,Shared room,25,30,0
48045370,Gloria’s Brooklyn Space,286710754,Nytavia,Brooklyn,East New York,Entire home/apt,60,30,1
49946887,Broadway Location Midtown Studio,341752262,Henry,Manhattan,Midtown,Entire home/apt,170,1,6
1781786,Charming 1BR,9352452,Zuffina,Manhattan,Harlem,Entire home/apt,164,30,56
50865862,JFK Airport Casino/Parks private RM J,119301523,Latoya,Queens,South Ozone Park,Private room,65,1,0
16778904,"Quiet cozy apartment, air-conditioned room",111433024,Danielle,Manhattan,Washington Heights,Private room,55,3,43
45783672,"Gorgeous, Newly Renovated Garden Apt with Parking",14296610,Danielle,Brooklyn,East Flatbush,Entire home/apt,81,30,2
25319356,Washington Heights Getaway Bedroom,191229616,Cesar,Manhattan,Washington Heights,Private room,43,30,21
39526512,"Classic Bushwick Private BR, near J train! 3-2",285088479,Carmen,Brooklyn,Bedford-Stuyvesant,Private room,44,60,0
28721911,Crash pad,156505456,John,Brooklyn,East New York,Private room,81,3,8
39919890,Cozy Queen Bedroom near Express Train to City,19879864,Meridith,Brooklyn,Bedford-Stuyvesant,Private room,75,1,31
3841033,"Bright, clean studio by subway",9708374,Anaïs,Brooklyn,Bay Ridge,Entire home/apt,119,30,1
30019180,Historic Harlem Space,35381438,Warren,Manhattan,Harlem,Entire home/apt,100,30,11
37459834,Modern 2 bed 2 bath • 15 min to Manhattan!,1798193,Justine,Brooklyn,Prospect Heights,Entire home/apt,275,30,8
7239527,CLEAN AND COZY UES,37903935,Gabriel,Manhattan,East Harlem,Private room,70,30,1
32595489,Very Nice and Cozy Room Right by JFK and LIRR,245002893,Christopher,Queens,Rosedale,Private room,46,31,10
28891558,400sqft HUGEroom  2min expresstrain & 1min LIRR,19303369,Hiroki,Queens,Woodside,Private room,45,30,6
46829983,Water View King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,Private room,213,1,44
35549440,A dreamy stay,267476000,Xanthi,Manhattan,Hell's Kitchen,Private room,119,1,4
35076834,"Designer owned, newly renovated Bed Stuy flat",6788279,Brad,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,45
28012756,Bright Bedroom Steps to train Minutes to Manhattan,159757254,Rain,Brooklyn,Williamsburg,Private room,250,30,0
23018280,Cozy studio with a fireplace close to the train,10836962,Katya,Bronx,Pelham Bay,Entire home/apt,60,30,92
32861073,San Carlos Hotel Executive Junior Suite- up to 4,173685298,Janet,Manhattan,Midtown,Private room,294,1,3
45308987,"Charming Rockaway Beach, 3-story-bungalow.",848125,Lars,Queens,Rockaway Beach,Entire home/apt,350,30,0
39554590,Recently renovated apartment with full kitchen,48345272,Konstantino,Manhattan,Lower East Side,Entire home/apt,88,30,23
46379831,Beautiful King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,Private room,163,1,26
110739,"Nomad/Chelsea Loft Studio, big work space, 2 desks",568568,Driss,Manhattan,Chelsea,Entire home/apt,142,9,66
48569389,Batman Terrace,81764323,Lucas,Manhattan,Chelsea,Entire home/apt,549,3,14
10135104,Nice And Clean Apartment.,14439022,Cristina,Manhattan,Harlem,Private room,65,7,95
13371699,Beautiful Spacious Apartment near Prospect Park,2455767,Althea,Brooklyn,Windsor Terrace,Entire home/apt,150,4,108
48402078,The Height of staten island!,24580977,Ed,Staten Island,New Brighton,Entire home/apt,173,1,24
2329807,BEAUTIFUL CONDO IN TIMES SQUARE,11894522,Georgia,Manhattan,Theater District,Entire home/apt,364,30,15
50733677,Luxury private 2 bedroom w/ balcony rooftop & gym!,1792688,Naliaka,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,2,1
49031363,Private Bedroom in Greenpoint,376019690,Brookline,Brooklyn,Greenpoint,Private room,40,31,0
10886372,BK Bedroom in a Comfortable Apartment by the Park!,56410306,Cole,Brooklyn,Prospect-Lefferts Gardens,Private room,40,30,0
38728990,"ROOM in the heart of BUSHWICK, long stays",4548177,Lander,Brooklyn,Bedford-Stuyvesant,Private room,35,31,2
43047769,Aiyanna's Retreat,24243859,Karen,Brooklyn,Bedford-Stuyvesant,Entire home/apt,259,30,1
50720863,Waterfront apartment in Tribeca - Hidden Gem,137191691,Chris,Manhattan,Battery Park City,Entire home/apt,250,1,0
40727326,Ryan’s BK Luxury Condo,65977070,Ryan,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,3,5
50307683,Comfy bedroom in apt share 20 mins to City!,284337887,Eibhlin,Brooklyn,Bedford-Stuyvesant,Private room,36,30,1
45175117,1 bedroom w/ balcony. Elevator. Soho/Little Italy.,4176838,Jeff,Manhattan,Lower East Side,Entire home/apt,139,30,2
10937904,Spacious Room in Sunny Harlem Apt,17601552,Ashley,Manhattan,Harlem,Private room,75,30,0
31144445,Room in Bensonhurst,232778333,Jaime,Brooklyn,Bensonhurst,Private room,44,3,18
1312945,Labor Day Availability in Brooklyn!,2877657,Carrie,Brooklyn,Kensington,Entire home/apt,90,30,3
794156,Lincoln Center  luxury condo,58366,Linna,Manhattan,Upper West Side,Entire home/apt,174,30,54
9729517,Modern Apartment Prospect Heights,5023498,Kalana,Brooklyn,Crown Heights,Shared room,54,1,12
1623431,Enormous Chrysler-View Bedroom/Bath,5440087,Dn,Manhattan,Midtown,Private room,292,30,1
23377713,Private room in lovely Brooklyn Apt,54241,Matt,Brooklyn,Sunset Park,Private room,80,30,0
4479556,Amazing convenient 5 min  to city,23243453,Rodney,Queens,Long Island City,Entire home/apt,225,30,1
8012041,Bedroom by the River,16762482,Tessa Marie,Brooklyn,Greenpoint,Private room,49,30,15
11602574,Elegant 2 Bedroom with light & amenities!,16899697,Martín,Manhattan,Lower East Side,Private room,150,30,2
27314650,Gorgeous room w/private-attached  bath. Flushing.,205745676,Liqin,Queens,Flushing,Private room,95,2,72
42640686,"Spacious, sun-filled room in East Willimasburg!!",14406203,Luis,Brooklyn,Williamsburg,Private room,65,30,0
13222140,"Private appartment,minutes from NY citi. Fantastic loc ation, walking distance to manhattan ferry.",15523,Vadim,Staten Island,Tompkinsville,Private room,72,2,25
10649625,BEAUTIFUL APARTMENT PERFECT LOCATION ELEVATOR BLDG,2350439,Ashley,Manhattan,East Village,Entire home/apt,180,30,13
21852060,Bright Brooklyn Apartment,50175698,Thiru,Brooklyn,Bedford-Stuyvesant,Entire home/apt,62,30,1
19246490,Large bedroom with PRIVATE bathroom and KING Bed,13463652,Rueben,Brooklyn,Clinton Hill,Private room,90,30,0
49351916,Adorable Apt | Doorman | Elevator | Prime Midtown,29582882,Jerry & Lynn,Manhattan,Midtown,Entire home/apt,288,30,0
6574537,Bright & Spacious,34387513,Michael,Queens,Long Island City,Private room,225,30,0
49606003,NYC vacation Home away from Home,235681234,Jerry,Queens,Long Island City,Entire home/apt,199,3,1
14983453,127 St & Convent Av NYC ABCD RM 3,57049951,Eliahu,Manhattan,Harlem,Entire home/apt,150,2,112
38318562,Luxurious apartment NYC 5 min from LGA Airport,110846773,Juan,Queens,East Elmhurst,Entire home/apt,159,4,3
19359218,Sunny Bedroom with Roof access in The East Village,66215286,Sydnei,Manhattan,East Village,Private room,80,30,1
31095373,Private room in a quiet apartment,144124452,Yemi,Queens,Rosedale,Private room,42,30,6
29519146,"2 Bedroom in Williamsburg, BK",90803480,Gaby,Brooklyn,Williamsburg,Entire home/apt,100,30,2
21868424,Prospect Heights Room,6938506,Karina,Brooklyn,Prospect Heights,Private room,70,30,25
8479799,CLASSIC GUEST ROOM - UWS Townhouse,44660079,Leslie,Manhattan,Upper West Side,Private room,140,3,100
4188807,Spacious Bedroom in a Brooklyn House,4152484,Oates + Bill,Brooklyn,Prospect-Lefferts Gardens,Private room,72,30,264
43767934,Rustic Studio Next To The Boardwalk and Subway,145002203,Bruno,Brooklyn,Brighton Beach,Entire home/apt,86,1,55
29159920,East Side Suite - FREE street parking & wifi,219738858,Joe,Manhattan,East Village,Entire home/apt,88,120,23
25914515,Onderdonk Hotel Studio,194554070,Daniel,Queens,Ridgewood,Private room,55,30,1
49274527,Pearl of LIC,79472397,Ilia,Queens,Long Island City,Entire home/apt,120,30,0
37208059,"Charming , Spacious, True 2 Bd Apt on the UWS.",29461390,Sharone,Manhattan,Upper West Side,Entire home/apt,315,2,0
4829068,Studio - Midtown East,17883343,Myles,Manhattan,Murray Hill,Private room,125,1,0
6046877,Private room in queens New York,31376201,William,Queens,Kew Gardens,Private room,150,30,0
35875685,"Harlem Hidden Gem,Clean, Affordable and Convenient",269838822,Asya,Manhattan,Harlem,Private room,70,30,7
49192066,Comfortable condo in Parkchester North BR2,394856791,John J,Bronx,Van Nest,Private room,54,2,6
47542082,"cozy bedroom a
5 minis away from La guardia",376764698,Gloria Lopez,Queens,East Elmhurst,Private room,37,2,20
42894615,"Big, bright room by Stella.",15617507,Stella,Bronx,Morris Park,Private room,42,3,11
29184419,"20 minutes from Manhattan, 1 block from subway",492457,Jay,Queens,Woodside,Private room,55,30,25
49209544,Place near Nathan’s,328545364,Samuel,Brooklyn,Brighton Beach,Shared room,22,30,0
48132830,Stylish Full Room in Bushwick Renovated Home,305240193,June,Brooklyn,Bushwick,Private room,52,30,0
8000716,luxury 1 bedroom apartment  midtown Manhattan,3348610,Ronnie,Manhattan,Midtown,Entire home/apt,200,30,19
33580893,Art Deco Charm in the heart of The Village!,248122395,Walker Hotel Greenwich Village,Manhattan,Greenwich Village,Hotel room,276,30,15
42272586,newly Furnished Studio~Prime 20's~W/D~Best Value,162280872,Eran,Manhattan,Kips Bay,Entire home/apt,120,30,2
38794460,Cozy room,14694408,Anna,Queens,Maspeth,Private room,80,30,0
9181483,My Casa Ur Home Away From Home,47773961,Jhovana,Manhattan,East Village,Private room,86,4,85
22066551,Big Sunny Harlem Bedroom Furnished (EASTER WEEK!),19900075,Taylor,Manhattan,Harlem,Private room,55,30,0
50977255,FREEMAN'S HOUSE Charming Studio W/Terrace  1305,285850096,Idan,Manhattan,Lower East Side,Entire home/apt,150,1,3
48918893,"Feel like home, mi casa es su casa.",28649998,Enyel,Brooklyn,Bushwick,Private room,75,1,16
36270376,"Beautiful room on Staten Island, walk to ferry",444904,Janine,Staten Island,St. George,Private room,35,30,0
30047371,Home away from Home! 25 Mins from Time Square,59240650,Angely,Manhattan,Washington Heights,Private room,86,30,5
16415910,Clean and spacious private room for your NYC trip!,53850552,Virginia,Manhattan,Harlem,Private room,40,30,4
23755278,SPACIOUS HARLEM APT,105825171,Benjamin,Manhattan,Harlem,Private room,43,30,2
13347857,Private room in Williamsburg,4260505,Ania,Brooklyn,Williamsburg,Private room,75,2,7
21693657,Unique East Village Duplex in NYC,81460578,Matt,Manhattan,East Village,Private room,165,30,5
13359798,large 1 bedroom apt with private balcony Astoria,4413028,Michael,Queens,Astoria,Entire home/apt,200,30,18
14838160,Bedroom in Beautiful Fort Greene Home,20480059,Mallary,Brooklyn,Fort Greene,Private room,46,30,53
51035324,2 BR apartment in NY style,308427825,Oliver,Manhattan,Lower East Side,Entire home/apt,399,10,0
7010681,Gorgeous Garden Apt Steps To Park,36754170,Steve,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,121,30,2
44463986,"Lovely, Furnished Studio w/ Laundry + Garden",154506785,Dan,Brooklyn,Williamsburg,Entire home/apt,90,30,0
20427684,Shared space “TWIN bed” 5 mins TO LGA AIRPORT,32446721,Veronica,Queens,Corona,Shared room,35,1,22
23466360,Comfy Brooklyn Studio,111782745,Brian,Brooklyn,Williamsburg,Shared room,20,30,8
20682422,Private room with all you need,106241822,Lior,Manhattan,Washington Heights,Private room,70,30,7
7024138,Sunny - Large Two Bedroom,12930988,Be,Manhattan,Upper East Side,Entire home/apt,126,2,147
27949286,High Ceiling + Sunny Brooklyn loft experience  :D!,211115242,Hardik,Queens,Ridgewood,Private room,50,30,16
30687132,"Sunny, Cozy Apartment in Chinatown/LES",12101562,Suea,Manhattan,Civic Center,Entire home/apt,160,30,0
46923243,"Greenpoint- Quiet Block, Tree Lined Street, Trendy",346357287,Nicole,Brooklyn,Greenpoint,Entire home/apt,255,2,17
29587811,1 Bedroom in Williamsburg,162504107,Lucile,Brooklyn,Williamsburg,Private room,90,30,2
2208545,Spacious 1 Bedroom in Lower East Side/Chinatown,4906960,Laura,Manhattan,Chinatown,Entire home/apt,85,4,67
19862234,Cozy and small apartment. Perfect for couples.,3418072,Beto,Manhattan,East Harlem,Entire home/apt,154,2,69
49961306,Furnished room in Bushwick off JMZ 15 mins to City,30532557,Eibhlin,Brooklyn,Bushwick,Private room,37,30,0
48024678,WATER Views |  Luxury building Studio | WALL ST,385091169,Lane,Manhattan,Financial District,Entire home/apt,145,30,1
29351570,Quiet  Artist  2 BEDROOM APARTMENT In E.V. NYC,1810885,Alex,Manhattan,East Village,Entire home/apt,160,30,9
21054012,Ashes Cove,48638439,Aston,Queens,Springfield Gardens,Entire home/apt,257,3,43
22047491,Cozy Brooklyn studio near Prospect Park,10694936,Andrea,Brooklyn,Prospect Heights,Entire home/apt,95,30,8
3270809,Artist Loft in Lower East Side with Roof,14289427,Francesca,Manhattan,Chinatown,Entire home/apt,150,30,8
26645876,Lucky Home 像纽约有个温馨的家 安静整洁 Sunshine lovely Comfort,88576580,Anna,Queens,Flushing,Private room,60,30,3
39331950,Sunny bedroom in beautiful Park Slope!,155297,Elliott,Brooklyn,Windsor Terrace,Private room,51,2,1
45522628,Natural Light-Filled Home in Sunny Upper East Side,305240193,June,Manhattan,Upper East Side,Private room,65,30,0
44117862,The coolest loft in nyc!,4343091,Kevin,Manhattan,Greenwich Village,Entire home/apt,400,5,0
13572767,Heart of Williamsburg 2 bedroom sleeps 5,69541888,Edward,Brooklyn,Williamsburg,Entire home/apt,250,30,1
44261042,Cozy West Harlem Bedroom with Modern Furnishings,305240193,June,Manhattan,Harlem,Private room,67,30,1
11864530,Clean Room in a Renovated Apartment in Manhattan,45859087,Maya,Manhattan,Harlem,Private room,41,20,22
