id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews
12984851,Private room in heart of LES,56752163,Sabina,Manhattan,Chinatown,Private room,30,30,3
43366369,★☆Sunnyside☆★ Locals favorite neighbor for living,19303369,Hiroki,Queens,Sunnyside,Private room,45,30,0
27722209,New York Hotel,209291543,Christine,Manhattan,Midtown,Private room,700,7,3
10731618,Gramercy Apartment,29880001,Saket,Manhattan,Flatiron District,Private room,85,30,0
48384560,Private room Good apartment in Jackson heights,390535864,Fukuda,Queens,Jackson Heights,Private room,38,30,0
42476703,Cozy & clean home,338228106,Emil,Queens,Ditmars Steinway,Entire home/apt,147,1,86
11620821,Great! Private Room in Sunnyside,58234433,Rita,Queens,Sunnyside,Private room,58,1,59
30375487,Luxury Park Slope Apartment,1907427,Lizzie,Brooklyn,Park Slope,Entire home/apt,140,30,0
46428730,Beautiful King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,Private room,163,1,35
50158304,Gorgeous studio in Williamsburg luxury building,53642645,Ari,Brooklyn,Williamsburg,Entire home/apt,125,30,0
6743935,Whole West Village Studio,740756,Lydia,Manhattan,West Village,Entire home/apt,199,30,14
7789152,Charming exposed brick apartment,1439611,Dipak,Manhattan,Lower East Side,Entire home/apt,88,5,39
48229973,Beautiful Private ROOM in Greenpoint,375310869,Kristina & Alex,Brooklyn,Greenpoint,Private room,57,30,0
18374250,"Cozy, private bdrm",66961768,Duanne,Brooklyn,Bedford-Stuyvesant,Private room,38,30,9
49701947,"Private bedroom, Hudson Yards, 42D",381698920,Hudson,Manhattan,Hell's Kitchen,Private room,99,2,2
9513278,Sunny and chic SoHo apartment,49293535,Aleksandra,Manhattan,SoHo,Entire home/apt,188,30,2
5511865,Make yourself at home.,26786604,Berry,Queens,Jackson Heights,Private room,69,30,110
26385422,NY HILTON CLUB 2 BR SUITE Luxury Holidays 2021,58071546,Mary,Manhattan,Midtown,Entire home/apt,642,2,4
19163623,Cozy Lodge Chic in the heart of New York.,115256,Nicholas,Manhattan,Upper East Side,Entire home/apt,118,30,43
20230917,Private room with a private backyard,67444730,Jaafar,Brooklyn,Bedford-Stuyvesant,Private room,50,30,5
6245792,Orange Room,9922972,Memo & Iso,Brooklyn,Bedford-Stuyvesant,Private room,45,4,185
253828,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room,349,30,8
34361793,2 BR apt close to LGA / JFK / Midtown (2B),259229690,Rina,Queens,Woodside,Entire home/apt,102,1,59
5626601,Easy Tourist resting place!,29161738,Gerardo,Manhattan,Harlem,Private room,55,30,7
13541505,East Williamsburg Bedroom,30801050,Alik,Brooklyn,Williamsburg,Private room,50,30,0
12473632,Private Studio Appartment,67514590,Phil,Brooklyn,Kensington,Entire home/apt,80,30,0
49303241,Luxy & Great room with clothing hang in Manhattan,359775292,Nadia Sara,Manhattan,Upper East Side,Private room,59,30,0
94035,"Modern, Safe, Clean, Bright Room in Astoria for 2",35375,Savannah,Queens,Astoria,Private room,76,1,51
38282162,Large Clean Room Upper West Side Near Columbia Uni,6655776,Jk,Manhattan,Upper West Side,Private room,74,2,29
33494125,Cozy and quiet studio by Central Park,19300279,Shahar,Manhattan,Harlem,Entire home/apt,100,3,11
8519400,2 Bedroom Near Meatpacking,44857362,Bao,Manhattan,Chelsea,Entire home/apt,200,30,0
1918693,Lovely Bedrooms in Artist's Home,9947332,Lorelei & Alex,Brooklyn,Clinton Hill,Private room,97,6,279
6424227,Bright and Sunny Apartment DUMBO,6969910,Ben,Brooklyn,DUMBO,Entire home/apt,150,30,0
10310874,Art Inspired One Bedroom Apt in Bedford Stuyvesant,36753915,Ozzy,Brooklyn,Bedford-Stuyvesant,Entire home/apt,56,30,39
37856683,Cozy and comfortable,194560649,Iasia,Brooklyn,Crown Heights,Private room,69,30,5
21014919,Spacious Private Bedroom in Northern Manhattan!,29248621,Chelsea,Manhattan,Washington Heights,Private room,40,30,5
16687716,Gorgeous Large Room near LGA,14730722,Omar £ Jacqueline,Queens,East Elmhurst,Private room,105,31,9
45993800,Beauty and luxury at your fingertips,372832765,Dream,Brooklyn,Williamsburg,Private room,112,1,7
44405913,NYC studio at Central Park,1000596,Dr. Nuné,Manhattan,Upper East Side,Entire home/apt,151,2,4
3145484,Historic Townhome for Photo and Video Shoots,3323488,Tenisha & Marty,Brooklyn,Bedford-Stuyvesant,Entire home/apt,700,30,29
27901304,huge 2 bedroom / 2 bathroom GREENPOINT  duplex,29600909,Inna,Brooklyn,Greenpoint,Entire home/apt,164,5,27
50009504,"Parking ! Best Location & Price, subway close !",87629139,Jie,Bronx,Mott Haven,Private room,98,1,0
45752267,King size studio,51548122,Jeniffer,Manhattan,Chinatown,Entire home/apt,166,15,4
45969792,Fully furnished and comfortable 1 bedroom apt.,199204383,Frank,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,275,4,6
4809056,Entire Basement + Yard Access.,5715779,Jessi,Brooklyn,Williamsburg,Shared room,95,30,0
40944374,PRIME Tourist Location! Private room 2 in Midtown,306295899,Kapsun,Manhattan,Midtown,Private room,92,2,52
4752020,Historic Jumel Terrace Manhattan,24454906,Kristopher,Manhattan,Washington Heights,Entire home/apt,225,30,0
42151482,"Charming Sunlit Apt in Greenpoint, Brooklyn",44152990,Olivia,Brooklyn,Greenpoint,Entire home/apt,140,7,4
15411945,"Clean, cozy bedroom in luxury building",28007844,Nan,Manhattan,Midtown,Private room,135,30,1
20620313,Modern Luxury Brooklyn Private Bedroom w/ Deck!,5291405,Ralph,Brooklyn,Clinton Hill,Private room,149,30,5
4853287,Currently Not Avail,23621417,Agel,Brooklyn,Williamsburg,Entire home/apt,120,30,0
40725145,Private Bedroom in a minimalist apartment,18954159,Ryan,Brooklyn,Flatbush,Private room,80,30,2
49053064,"EASY commute 2min(M/R), 5min(7) in Quiet bed town",390535864,Fukuda,Queens,Woodside,Private room,38,30,0
5860123,Tall Ceilings & Sunlight Galore,16437254,Benjamin,Brooklyn,Clinton Hill,Entire home/apt,205,30,8
45504644,Designer's Bright Spacious Home w/ Rooftop Oasis,25226604,Rachel,Brooklyn,Carroll Gardens,Entire home/apt,240,29,4
6084475,Casa E 2A,31534322,Nia,Queens,Long Island City,Private room,55,14,102
43014791,Great room in a quiet house,22823937,Elisa,Manhattan,Harlem,Private room,35,30,1
7863289,1 XLrg BR w backyard - City cntre to Penn & Vessel,9367710,Prem,Manhattan,Hell's Kitchen,Private room,99,30,4
16664008,Second floor bright room in a private house,15310048,Darya,Brooklyn,East Flatbush,Private room,40,30,17
50398437,Best Place Upper Manhattan!! New York City!! NYC,82594634,Tyler,Manhattan,Washington Heights,Private room,69,5,0
25315154,Modern & private studio  Bronx - Free Parking,188225740,Rnl,Bronx,Pelham Gardens,Entire home/apt,142,2,157
24454304,Cozy apartment close to Midtown!,141765510,Rebecca,Queens,Astoria,Private room,77,5,4
20152264,"Spacious, cozy, fully equipped apartment with AC",10461088,Noam,Brooklyn,Carroll Gardens,Entire home/apt,162,30,0
38317957,Cozy Room in Quiet Comfy Home in The Bronx,291420067,Vincent,Bronx,Williamsbridge,Private room,48,3,3
23644644,"Private, Spacious 2BR Apt",52549310,Melissa,Queens,Ditmars Steinway,Private room,33,30,6
50307912,New York or Nowhere,2653479,Brian,Manhattan,Upper West Side,Private room,44,2,2
43626622,Sunny Room w workspace available!,339170908,Mireille,Manhattan,Midtown,Private room,70,5,8
51013790,Private Bedroom in Midtown (Theater District),220057590,Jonathan,Manhattan,Hell's Kitchen,Private room,95,1,1
26846907,Large Bedroom w/Private Bathroom in DUMBO,201909387,Cagla,Brooklyn,Downtown Brooklyn,Private room,70,30,1
28252786,Private Modern 2 bedroom in the heart of Flatbush,296491,Ely,Brooklyn,Midwood,Entire home/apt,110,30,33
3394517,A cozy room in a 3 bedroom apt,17125263,Mario,Manhattan,East Harlem,Private room,49,30,87
12342876,Cozy&Spacious in Beautiful Astoria,8389062,Eliza,Queens,Astoria,Entire home/apt,120,30,1
6619187,Stylish NYC Art Loft,34643568,Dave,Manhattan,East Harlem,Private room,85,31,33
27852611,Shabby Chic in safe and tree lined Chelsea,1964876,Charlotte,Manhattan,Chelsea,Private room,144,4,5
23882152,Private apartment in basement of private home,2375125,Nicole,Brooklyn,East Flatbush,Private room,40,30,1
43419488,"Beautiful, sunny 2 bd/2ba near McCarren park",14521207,Megan & Matt,Brooklyn,Greenpoint,Entire home/apt,225,6,0
34127215,Beautiful Williamsburg Townhouse 4 bed / 2.5 bath,257685807,Alejandra,Brooklyn,Williamsburg,Entire home/apt,802,30,20
43470278,Private suite 7 min from JFK airport  & 2 min LIRR,245002893,Christopher,Queens,Rosedale,Entire home/apt,120,90,0
50959817,LES rooftop mezzanine apartment,295760,Greta,Manhattan,Lower East Side,Entire home/apt,200,30,0
26814616,"Bright Lux Apt w/ Indoor Pool, 24/7 Onsite Team",394681634,Aka,Manhattan,Midtown,Entire home/apt,378,30,1
9451784,Trendy Williamsburg Apartment!,22953164,Caroline,Brooklyn,Williamsburg,Private room,80,30,4
34470949,Chelsea Pines Inn - Single,255234351,Chelsea Pines Inn,Manhattan,Chelsea,Hotel room,139,30,2
8664615,Stylish Astoria Apartment,45446889,Justin,Queens,Astoria,Entire home/apt,75,30,1
17013623,"Cute one bedroom apt. in Greenpoint, Brooklyn.",114071959,Greg,Brooklyn,Greenpoint,Private room,59,3,78
26840646,Bright Studio in the Heart of Bushwick Brooklyn,21924395,Natiya,Brooklyn,Bushwick,Entire home/apt,75,30,10
27526504,"Beautiful, cozy, Penthouse Studio in Astoria/LIC",207573589,Cris,Queens,Astoria,Entire home/apt,75,1,26
39940831,"Cosy Midtown 1BR w/ Gym, Roof Deck, Pool, nr. Broadway, by Blueuground",107434423,Blueground,Manhattan,Theater District,Entire home/apt,428,30,0
49362741,Central Park Apartments Furnished Rental 20,385129361,JRAC Manhattan Realty,Manhattan,Upper West Side,Entire home/apt,57,30,2
10526335,Awesome Loft in Brooklyn-- easy access to the city,13200818,Jay,Brooklyn,Bushwick,Private room,39,30,11
44358310,Stunning Corner luxurious 1 bed+office RH +30 day,301703046,Jason,Manhattan,Chelsea,Entire home/apt,175,30,4
50995625,SPECIAL LOCATION NEAR HOSPITAL NURSES WELCOME,412483132,Irene,Manhattan,Harlem,Private room,65,5,0
47046741,NYC High Rise with a view,173176444,Rick,Manhattan,Financial District,Entire home/apt,135,3,5
6939668,Lovely 1BR on the Upper West Side,36387290,Megan,Manhattan,Upper West Side,Entire home/apt,150,30,0
33996721,"Sunny, Spacious 2-BR Apt in HK",24530917,Diana,Manhattan,Hell's Kitchen,Entire home/apt,160,1,30
20216170,"Cozy, Sunny, Spacious 1 Bedroom Gem in Greenpoint!",144017474,Kristin,Brooklyn,Greenpoint,Entire home/apt,83,30,93
18387744,Bright-Friendly-Homey apartment,47550622,Maryam,Brooklyn,Crown Heights,Private room,45,30,6
21765318,Middle Bunk in Brooklyn Bunkroom for Men,34614054,Marco,Brooklyn,Greenpoint,Shared room,35,30,20
646458,Room in Williamsburg Loft - Available in July 2021,415660,Carmen,Brooklyn,Williamsburg,Private room,70,30,8
51370362,A place of your own | 1BR in New York,368944610,Carolyn,Manhattan,Financial District,Entire home/apt,297,31,0
20556243,"Gorgeous, light-filled two-story apartment",131490584,Bree,Brooklyn,Clinton Hill,Private room,75,30,0
9363966,2 BR available for summer rental!!!,48588586,Adam,Manhattan,Midtown,Private room,78,30,0
30589636,Furnished 1000sq large 2bed + office in Harlem,229458601,Kay,Manhattan,Harlem,Entire home/apt,3200,90,0
3970755,Sunny Junior 1 Bedroom,3164949,Robert,Brooklyn,Cobble Hill,Entire home/apt,160,30,0
30559544,Cozy Home,195024580,Mikael,Brooklyn,Williamsburg,Entire home/apt,150,30,4
13213869,Beautiful one bedroom home in Washington Heights,38284609,Emily,Manhattan,Washington Heights,Private room,85,30,11
43390526,The best apartment in NYC: American Cooper studio,317899464,Chen,Manhattan,Kips Bay,Entire home/apt,110,30,0
50116718,Entire Ridgewood 3 Bed Apartment,18119368,Carolyn,Queens,Ridgewood,Entire home/apt,108,30,0
9973680,Private Bedroom in  Williamsburg!,33876689,Fionn,Brooklyn,Williamsburg,Private room,55,30,1
43737846,"Entire place, luxury, neat and seconds from trains",118816229,Ali,Bronx,Williamsbridge,Entire home/apt,142,1,21
42523317,Cozy Room w/ great access to Midtown,137358866,Kaz,Queens,Elmhurst,Private room,55,30,0
14917475,"Private, Cozy Heat, Near Subway, 20 Mins to MTN",93734865,Caroline,Brooklyn,Bushwick,Entire home/apt,65,30,51
44171339,Beautiful bedroom two window,199457450,Naima,Queens,Queens Village,Private room,90,30,0
29234058,Astoria 30th Avenue cosy place,169808541,Mary,Queens,Astoria,Private room,70,30,0
1682963,ESSENTIAL WRKRS WELCOME! Basemnt Space w Priv Bath,8821936,Lynn,Staten Island,Shore Acres,Shared room,89,5,7
20649922,Sunny room in the heart of WILLIAMSBURG Brooklyn.,21921891,Manuel,Brooklyn,Williamsburg,Private room,80,30,1
45449415,PRIME location! Chelsea One Bedroom,22541573,Ken,Manhattan,Chelsea,Entire home/apt,202,30,1
31593740,Broadway - Cozy Standard King,224414117,Casamia 36,Manhattan,Hell's Kitchen,Hotel room,135,1,14
50455183,"Beautiful, cozy bedroom in a shared apartment.",407298976,Temistocles J.,Brooklyn,East New York,Private room,60,3,0
22409935,Gorgeous Appartment in Prime NYC area,57044398,Ann,Manhattan,Midtown,Entire home/apt,450,30,0
976167,Newly Furnished Beautiful & Quiet,5341060,Simo,Brooklyn,Fort Hamilton,Entire home/apt,149,30,33
26566099,Bedstuy Cove,199740814,Luqman,Brooklyn,Bedford-Stuyvesant,Private room,245,50,7
2508374,Cozy 1br mins from Casino Jfk & Nyc,8552126,Claudius,Queens,Jamaica,Entire home/apt,100,14,149
12135851,Cozy 1 bd apt In the heart of Crown Heights,2613671,Lonnie,Brooklyn,Crown Heights,Entire home/apt,175,30,58
22305896,Charming Garden Apartment in Brooklyn Brownstone,530553,Jacob,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,2,128
39421390,Magz& Dunn's manor suite 1,302205591,A,Brooklyn,Cypress Hills,Private room,110,2,1
13468421,PERFECT PRIVATE ROOM NYC,31376201,William,Queens,Kew Gardens,Private room,150,30,0
8499719,"Huge Room, Safe, Near Manhattan and LGA",3501090,Sebastian & Andrea,Queens,Astoria,Private room,75,30,105
6645788,Luxury apartment available for summer rental *,13307277,Harry,Manhattan,East Village,Private room,216,90,2
42141301,UWS Furnished apt | Private Room,334376746,Sharedeasy,Manhattan,Upper West Side,Private room,59,30,1
45179405,Wingate Cozy,166048024,Gavin,Brooklyn,Prospect-Lefferts Gardens,Private room,90,1,39
51086182,Spacious Private Room Near Manhattan!,413204967,Brenda,Queens,Long Island City,Private room,73,1,2
31220749,"Private bedroom near M train, 22 min to Manhattan!",47931146,Rachel,Queens,Ridgewood,Private room,39,30,2
48121515,Private bedroom in Flushing home w/AC & gym setup!,2930761,Despina,Queens,Fresh Meadows,Private room,82,7,3
4868048,Room in Down town Brooklyn Parkslop,15442902,Akim,Brooklyn,Boerum Hill,Private room,60,30,0
4956469,Contemporary & Clean 1 bdrm Apartment(Lower Level),25537637,Emmanuel,Queens,Bayside,Entire home/apt,94,2,207
24205351,Wyndham Midtown 45 NYC (2 Bedroom Presidential),100238132,Michael,Manhattan,Midtown,Entire home/apt,353,30,30
38104307,Cozy furnished bedroom in the heart of Bushwick!,288480550,William,Brooklyn,Bushwick,Private room,30,30,1
9450180,Private Room Available,7989399,Esin,Queens,Sunnyside,Private room,52,2,25
49380182,Modern and Bright 2BR in Wall St,398277756,Hila,Manhattan,Financial District,Entire home/apt,225,30,0
14963583,Room in South Harlem near Central Park,94219511,Gilles,Manhattan,Harlem,Private room,70,3,3
17618903,One Bedroom In New Luxury Building,95921812,Sam,Brooklyn,Gowanus,Entire home/apt,100,30,3
35348521,Fall Sale  $49 Private Room UES Special Price !,23827868,Gal,Manhattan,Upper East Side,Private room,49,30,1
42622550,Unique 1 bedroom apt in heart of shopping district,7652744,Adam,Manhattan,Midtown,Entire home/apt,205,3,39
6850752,Large Bright Williamsburg Apartment - Lorimer St.,35897162,Monica,Brooklyn,Williamsburg,Private room,52,30,6
35450345,Cozy room in the Heart of West Village/Meatpacking,19342672,Ifi,Manhattan,West Village,Private room,95,30,8
43374152,PRIVATE Bathroom 2min to subway+huge living,334163301,Soya,Queens,Woodside,Private room,45,30,0
39923724,"Washington Jefferson Hotel, Junior Suite 1 King",305997139,Washington Jefferson Hotel,Manhattan,Hell's Kitchen,Private room,149,1,0
39890582,sunny+cozy bedroom in Fort Greene,305598092,Erina,Brooklyn,Fort Greene,Private room,80,30,4
49400909,5 Bedroom Apartment in Bedstuy,376019690,Brookline,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,30,0
38331745,Entire Studio Flat in Prospect Lefferts-Gardens BK,291682595,Johnny,Brooklyn,Crown Heights,Entire home/apt,100,5,11
35451637,Shared Room near central park and subway2,266726110,Sergii & Nika,Manhattan,Harlem,Shared room,30,30,1
49003714,"Luxury inspired 3BR, 2BA close to transportation",395195732,Troy,Bronx,Longwood,Entire home/apt,240,2,14
38455988,Private room in Fresh Meadows,76359133,FuKang,Queens,Fresh Meadows,Private room,60,1,28
31304312,Charming studio w/ lots of light!,234297980,Tucker,Manhattan,Upper East Side,Entire home/apt,200,30,0
46067077,Spacious private room,368147160,Kristina,Brooklyn,Bedford-Stuyvesant,Private room,51,30,2
14093957,"Beautiful, Immaculate & Spacious - Upper West Side",76628403,Matt,Manhattan,Upper West Side,Entire home/apt,365,5,21
8139311,Modern Beauty in Brooklyn!,7849109,Victoria,Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,30,1
46210157,Cozy Room in Large Central Park Home w/ Amenities,305240193,June,Manhattan,Harlem,Private room,83,30,0
13507341,Perfect Spot for your Next Vacay in BK!,66646332,Enoch,Brooklyn,Prospect Heights,Private room,75,30,18
34501825,Bushwick penthouse,40707667,Horacio,Brooklyn,Bushwick,Private room,60,30,29
39463934,Safe Single Room in Coliving | UWS,303133969,Sharedeasy,Manhattan,Upper West Side,Private room,61,30,3
42199814,UWS Townhouse convertible 2 Br. on Park GORGEOUS!,69269813,Luther,Manhattan,Harlem,Entire home/apt,110,30,3
36922223,Reasonable Woodside Rm->69/Jackson Hts Sta,137358866,Kaz,Queens,Woodside,Private room,39,30,3
47843445,Good location♪ 2min from station! 5Lines u can use,334163301,Soya,Queens,Woodside,Private room,32,30,0
11565841,Artsy Bsmnt Apt in Bklyn Brownstone,60687546,Dan,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,82,2,70
12170991,cheap and safe place in Manhattan,57070933,Yiin,Manhattan,Upper West Side,Private room,68,30,3
20738762,Light Filled Designer Apartment,9326099,Adi,Brooklyn,Williamsburg,Entire home/apt,110,30,2
20328568,"Insane Manhattan Views, Top Williamsburg Location",1533756,Yusuf,Brooklyn,Williamsburg,Entire home/apt,269,30,1
5384774,"Home For Medical Professionals - ""Singultus""",26377263,Stat,Queens,Far Rockaway,Private room,43,6,4
13355002,Newly renovated apt w/parking space,75730551,Jeffrey,Brooklyn,Canarsie,Entire home/apt,182,2,328
14911767,Beautiful Park Slope. Very close to Prospect Park.,3609819,Stephen,Brooklyn,Park Slope,Entire home/apt,255,30,9
27893211,Beautiful Sun Drenched Williamsburg Apartment,6842719,Shachi,Brooklyn,Williamsburg,Entire home/apt,197,30,4
47567206,Cozy Private Apartment/free parking /near JFK,383989633,Lodeen,Queens,Bayswater,Entire home/apt,100,2,12
50469204,THE CROWN RETREAT.,301194419,Ezekiel Josh,Brooklyn,Crown Heights,Entire home/apt,178,1,11
47796431,Little Brooklyn,328545364,Samuel,Brooklyn,Gravesend,Shared room,22,30,0
19227365,Master bedroom in large apt minutes from Manhattan,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,Private room,64,1,203
45329847,Cozy South Harlem Bedroom with Spacious Closet,305240193,June,Manhattan,Harlem,Private room,65,30,0
32423962,Cozy&Bright room in Queens♪Good subway access!,200239515,Shogo,Queens,Woodside,Private room,37,30,3
5270589,"Large, Furnished East Village Room",26732630,Bennett,Manhattan,East Village,Private room,115,30,0
16378562,Charming studio in midtown east,20692024,Ali,Manhattan,Upper East Side,Entire home/apt,105,30,7
23465912,Beautiful apartment - easy access to all,175116422,Karilyn,Staten Island,Grant City,Entire home/apt,118,5,109
27133412,Private Room in Williamsburg Apartment,36444228,Selika,Brooklyn,Williamsburg,Private room,70,14,4
22399103,Charming Studio in East Village,4010883,Daniel,Manhattan,Gramercy,Entire home/apt,64,30,20
51144279,HOME AWAY FROM HOME,82279680,Manuell,Brooklyn,Clinton Hill,Entire home/apt,150,3,0
22189602,Master bedroom with King Size bed! Great location!,3044091,Mike,Manhattan,Upper East Side,Private room,80,30,0
38624988,301 - 2 bedroom unit in luxury amenity building,278925199,Paradise,Manhattan,Upper East Side,Entire home/apt,209,30,2
582372,Comfy New York City Launching Pad!! Astoria NYC,733370,Tim,Queens,Astoria,Private room,69,365,23
17405812,NYC - Upper west side Studio,117685023,Camilo,Manhattan,Morningside Heights,Entire home/apt,110,30,3
25033991,5min to Subway-20min to Manhattan!Large Bklyn Apt!,189249070,Ness,Brooklyn,Bedford-Stuyvesant,Entire home/apt,259,30,43
42724728,Private Bedroom in the Heart of the LES,311799214,Javier,Manhattan,Chinatown,Private room,103,7,34
46509919,Renovated Bedroom in Greenpoint,375310869,Kristina & Alex,Brooklyn,Greenpoint,Private room,48,30,0
16466733,Spacious light tribeca loft!,25528796,Julia,Manhattan,Tribeca,Entire home/apt,190,3,1
17809649,Gorgeous East Harlem private room,76534284,TaSh,Manhattan,East Harlem,Private room,85,30,21
5298896,Unique NYC Loft - Guest Room,3868692,Lucas,Manhattan,Financial District,Private room,125,4,152
14619860,1 bedroom in Tribeca,6321996,Ana,Manhattan,Tribeca,Entire home/apt,370,5,2
48471666,"Summer in the City: Front, cozy, single.",229386490,Tj,Brooklyn,Bedford-Stuyvesant,Private room,35,3,1
36221298,Bohemian studio in Midtown,5288346,Lauren,Manhattan,Upper East Side,Entire home/apt,100,30,5
37156713,Sunny 2-Bed with Outdoor Patio on BEST Street Ever,112284085,Marcella,Manhattan,Chinatown,Entire home/apt,99,14,15
49421625,"GRAMERCY PARK Union Square Luxury 
1 bedroom",92030616,Priscilla,Manhattan,Gramercy,Entire home/apt,295,2,7
22345676,Bushwick/BedStuy Studio Apartment,2921109,Alice,Brooklyn,Bedford-Stuyvesant,Entire home/apt,112,30,47
4644914,Cozy Apartment on the UES,17844434,Ashley,Manhattan,Upper East Side,Entire home/apt,200,3,5
9547920,Private room in East Williamsburg,24337956,Vince,Brooklyn,Williamsburg,Private room,53,30,1
28432725,Cool split-level studio in downtown Manhattan!,5309991,Ryan,Manhattan,East Village,Entire home/apt,80,30,1
36182794,"Two Bedrooms with Kitchenette, Bathroom, Four beds",266092932,Blanca,Manhattan,Hell's Kitchen,Entire home/apt,189,2,63
51276651,Cozy Getaway In Broadway 408,401202937,Marlin,Manhattan,Midtown,Private room,91,1,0
4137680,"LUXURY entire apt, steps to Central Park",3507684,Michael,Manhattan,Upper West Side,Entire home/apt,475,4,14
18264166,10 mins/Airports JFK/LGA/Hosp/malls bus/train# 1,126247863,Seeranie,Queens,Richmond Hill,Private room,36,1,160
46947815,"COZY PRIVATE ROOM IN BKLYN 20min NY, TIMES SQUARE",66250257,Marvel,Brooklyn,Flatbush,Private room,70,3,0
45301131,"The apartment is located in Woodside, Queens.",334163301,Soya,Queens,Woodside,Private room,35,30,0
28184001,"Queens, Astoria - Apartment & Room with NYC view.",212160752,James,Queens,Astoria,Private room,68,30,21
17463059,Spacious Three Bedroom Dream in Manhattan,116889152,BeautifulHarlem,Manhattan,Harlem,Entire home/apt,180,1,251
9692074,Student apt. 3 minutes from the 1/C,34796316,Tripp,Manhattan,Morningside Heights,Private room,200,30,1
21423426,Peaceful 1 Bedroom in the East Village,10391716,Sasha,Manhattan,East Village,Entire home/apt,175,4,100
29096295,Clinton Hill loft for your creative side.,5953382,Matthew,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,30,5
39723878,"Club Quarters Hotel World Trade Center, Club Room",268397728,Club Quarters World Trade Center,Manhattan,Battery Park City,Private room,94,1,0
43785924,Bedroom has views of nyc skyline.,343979062,Carol,Queens,College Point,Private room,60,30,1
42743290,Chic NOLITA/SOHO 1 bedroom apartment!,297961512,Jamie,Manhattan,Nolita,Entire home/apt,157,30,3
50587797,1100Sqft Huge Bright Williamsburg Loft,25454304,Ruth,Brooklyn,Williamsburg,Entire home/apt,140,30,0
32722262,Parkside Chateau,212338108,James R,Manhattan,Harlem,Private room,70,1,19
13563766,Private Room near Brooklyn's best park,27567524,David,Brooklyn,Prospect Heights,Private room,50,30,0
34051381,amazing 2 bedroom apartment in hart of Brooklyn.,6752504,Ella,Brooklyn,Gravesend,Entire home/apt,200,30,0
5851054,Serenity in the Heart of Brooklyn,26440049,Samantha,Brooklyn,Bushwick,Private room,95,30,12
45849522,Large room with private entrance entrie floor,370226816,Ashley,Brooklyn,Greenpoint,Private room,123,1,12
8321495,CLEAN & BRIGHT 1BR IN WILLIAMSBURG,30866347,Ignacio,Brooklyn,Williamsburg,Private room,55,30,2
27853549,NYC Chelsea Luxury Modern Studio,5064974,Alice,Manhattan,West Village,Entire home/apt,180,30,5
39023096,Garden Suite at Incentra Village Guest House,241889662,Incentra Village Guest House,Manhattan,West Village,Hotel room,275,1,3
31474126,Loft in Bushwick,126052775,Lancelot,Brooklyn,Bushwick,Private room,29,30,4
30390975,Room & Private Bath + Free Gym/Pool/Theater/More!,12704088,Jennifer,Brooklyn,Williamsburg,Private room,88,30,7
27365146,★Duplex 3 Room Garden Home near Subway★Discount★,201826661,Janet,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,30,40
3703037,SUBLET in the UWS,18876264,Daniel,Manhattan,Upper West Side,Entire home/apt,200,30,0
47377021,PRIVATE Bathroom in woodside,19303369,Hiroki,Queens,Woodside,Private room,46,30,1
2489615,Big Sunny Bushwick Apartment,2498724,Josh,Brooklyn,Bushwick,Entire home/apt,150,30,33
44867899,Private room,41121817,Shakeel,Queens,Jamaica Hills,Private room,35,30,0
47412713,Nomad Flatiron Apartment,97266110,Lauren,Manhattan,Flatiron District,Entire home/apt,179,30,0
14222252,Cozy located studio in Manhattan,86415678,Alexandra,Manhattan,Washington Heights,Entire home/apt,102,2,84
11381526,NEWLY RENOVATED APT IN LITTLE ITALY,51501835,Jeniffer,Manhattan,Little Italy,Entire home/apt,150,30,11
13515865,"Cozy room in Greenpoint, Brooklyn",1797635,Daniel,Brooklyn,Greenpoint,Private room,40,30,0
42034928,Spacious 2 BR on Upper East Side (Min 30 days!),23772724,The Local Stay,Manhattan,Upper East Side,Entire home/apt,980,30,1
9520489,Furnished 2 bed | 2 bath w/ views,14466771,Michael,Manhattan,Battery Park City,Entire home/apt,300,180,0
41243629,"NEW LUXURY CONDO - 2 BR, 2 BATH, LGA, Subway",322352856,Jin Li,Queens,Elmhurst,Entire home/apt,225,30,5
34396219,"Private Modern Studio in South Slope, Brooklyn!",3414140,Fanny + Matthew,Brooklyn,South Slope,Entire home/apt,95,3,77
37096663,Huge One Bedroom Apartment.,4183061,Alexis,Brooklyn,Crown Heights,Entire home/apt,75,2,16
21797359,Modern Bayridge 2 bedroom furnished apt.-6 ppl,119029523,Ebada,Brooklyn,Fort Hamilton,Entire home/apt,140,30,14
17866206,"Coney Island Private Apt*** Wi Fi, LCD TV MCU Park",114736959,Ed,Brooklyn,Coney Island,Entire home/apt,119,4,89
